id,type,label
paper_ultra-low-loss_optical_interconnect_enabled_,paper,Ultra-low-loss optical interconnect enabled by topological unidirectional guided resonance
paper_ultra-high_mobility_semiconducting_epitaxial,paper,Ultra-high mobility semiconducting epitaxial graphene on silicon carbide
paper_adanav:_adaptive_reasoning_with_uncertainty_,paper,AdaNav: Adaptive Reasoning with Uncertainty for Vision-Language Navigation
paper_bridging_the_theoretical_bound_and_deep_algo,paper,Bridging the Theoretical Bound and Deep Algorithms for Open Set Domain Adaptation
paper_an_image-based_typology_for_visualization,paper,An Image-based Typology for Visualization
paper_the_future_of_consumer_edge-ai_computing,paper,The Future of Consumer Edge-AI Computing
paper_moiré_excitons_in_generalized_wigner_crystal,paper,Moiré excitons in generalized Wigner crystals
paper_gas_thermodynamics_meets_galaxy_kinematics:_,paper,Gas thermodynamics meets galaxy kinematics: Joint mass measurements for eROSITA galaxy clusters
paper_a_student's_guide_to_searching_the_literatur,paper,A student's guide to searching the literature using online databases
paper_nextou:_efficient_topology-aware_u-net_for_m,paper,NexToU: Efficient Topology-Aware U-Net for Medical Image Segmentation
paper_toward_a_stellar_population_catalog_in_the_k,paper,Toward a stellar population catalog in the Kilo Degree Survey: the impact of stellar recipes on stellar masses and star formation rates
paper_nvae-gan_based_approach_for_unsupervised_tim,paper,NVAE-GAN Based Approach for Unsupervised Time Series Anomaly Detection
paper_tokenseek:_memory_efficient_fine_tuning_via_,paper,TokenSeek: Memory Efficient Fine Tuning via Instance-Aware Token Ditching
paper_service_composition_in_opportunistic_network,paper,Service Composition in Opportunistic Networks: A Load and Mobility Aware Solution
paper_geometric_structure_and_polynomial-time_algo,paper,Geometric Structure and Polynomial-time Algorithm of Game Equilibria
paper_magnet:_towards_adaptive_gui_agents_with_mem,paper,MAGNET: Towards Adaptive GUI Agents with Memory-Driven Knowledge Evolution
paper_alece:_an_attention-based_learned_cardinalit,paper,ALECE: An Attention-based Learned Cardinality Estimator for SPJ Queries on Dynamic Workloads (Extended)
paper_on_the_convergence_of_decentralized_adaptive,paper,On the Convergence of Decentralized Adaptive Gradient Methods
paper_logic-driven_context_extension_and_data_augm,paper,Logic-Driven Context Extension and Data Augmentation for Logical Reasoning of Text
paper_machine_learning_integrated_near-infrared_su,paper,Machine Learning Integrated Near-Infrared Surface-Enhanced Raman Spectroscopy for Accurate Strain-Level Virus Identification
paper_infrastructure_ombudsman:_mining_future_fail,paper,Infrastructure Ombudsman: Mining Future Failure Concerns from Structural Disaster Response
paper_tracking_quantum_dynamics_in_an_optical_cavi,paper,Tracking Quantum Dynamics in an Optical Cavity for Recovering Purity and Squeezing via Quantum State Smoothing
paper_hardcorelogic:_challenging_large_reasoning_m,paper,HardcoreLogic: Challenging Large Reasoning Models with Long-tail Logic Puzzle Games
paper_rater_cohesion_and_quality_from_a_vicarious_,paper,Rater Cohesion and Quality from a Vicarious Perspective
paper_an_ensemble_approach_for_annotating_source_c,paper,An Ensemble Approach for Annotating Source Code Identifiers with Part-of-speech Tags
paper_age_of_processing:_age-driven_status_samplin,paper,Age of Processing: Age-driven Status Sampling and Processing Offloading for Edge Computing-enabled Real-time IoT Applications
concept__constrained_markov_decision_proce,concept,Constrained Markov Decision Process
paper_reducing_gender_bias_in_abusive_language_det,paper,Reducing Gender Bias in Abusive Language Detection
paper_towards_improved_learning_in_gaussian_proces,paper,Towards Improved Learning in Gaussian Processes: The Best of Two Worlds
paper_multiobjective_optimization_of_classifiers_b,paper,Multiobjective Optimization of Classifiers by Means of 3-D Convex Hull Based Evolutionary Algorithm
paper_interpretable_modeling_and_reduction_of_unkn,paper,Interpretable Modeling and Reduction of Unknown Errors in Mechanistic Operators
paper_the_multi-planet_system_toi-421_--_a_warm_ne,paper,The multi-planet system TOI-421 -- A warm Neptune and a super puffy mini-Neptune transiting a G9 V star in a visual binary
paper_the_other_side_of_the_coin:_exploring_fairne,paper,The Other Side of the Coin: Exploring Fairness in Retrieval-Augmented Generation
paper_distributed_caching_for_complex_querying_of_,paper,Distributed Caching for Complex Querying of Raw Arrays
paper_superconductor-quantum_dot_hybrid_coolers,paper,Superconductor-quantum dot hybrid coolers
paper_one-step_and_two-step_classification_for_abu,paper,One-step and Two-step Classification for Abusive Language Detection on Twitter
paper_spectral_analyses_of_trans-_and_cis-doco_tra,paper,Spectral analyses of trans- and cis-DOCO transients via comb spectroscopy
paper_a_survey_on_in-context_learning,paper,A Survey on In-context Learning
paper_g-net:_a_deep_learning_approach_to_g-computa,paper,G-Net: A Deep Learning Approach to G-computation for Counterfactual Outcome Prediction Under Dynamic Treatment Regimes
paper_aesopagent:_agent-driven_evolutionary_system,paper,AesopAgent: Agent-driven Evolutionary System on Story-to-Video Production
paper_valley-dependent_exciton_fine_structure_and_,paper,Valley-dependent Exciton Fine Structure and Autler-Townes Doublets from Berry Phases in Monolayer Molybdenum Diselenide
paper_automated_evolution_of_feature_logging_state,paper,Automated Evolution of Feature Logging Statement Levels Using Git Histories and Degree of Interest
paper_tod3cap:_towards_3d_dense_captioning_in_outd,paper,TOD3Cap: Towards 3D Dense Captioning in Outdoor Scenes
paper_vis-split:_interactive_hierarchical_modeling,paper,Vis-SPLIT: Interactive Hierarchical Modeling for mRNA Expression Classification
paper_gcwsnet:_generalized_consistent_weighted_sam,paper,GCWSNet: Generalized Consistent Weighted Sampling for Scalable and Accurate Training of Neural Networks
paper_revisiting_the_hd_21749_planetary_system_wit,paper,Revisiting the HD 21749 Planetary System with Stellar Activity Modeling
paper_efficient_semantic_uncertainty_quantificatio,paper,Efficient semantic uncertainty quantification in language models via diversity-steered sampling
concept__control_variate,concept,Control variates
paper_a_comprehensive_catalog_of_dark_matter_halo_,paper,A comprehensive catalog of dark matter halo models for SPARC galaxies
paper_fusiontrack:_end-to-end_multi-object_trackin,paper,FusionTrack: End-to-End Multi-Object Tracking in Arbitrary Multi-View Environment
concept__transformerbased_architecture,concept,Transformer-based architecture
paper_malware_finances_and_operations:_a_data-driv,paper,Malware Finances and Operations: a Data-Driven Study of the Value Chain for Infections and Compromised Access
paper_towards_robust_and_accurate_stability_estima,paper,Towards Robust and Accurate Stability Estimation of Local Surrogate Models in Text-based Explainable AI
paper_modeling_mask_uncertainty_in_hyperspectral_i,paper,Modeling Mask Uncertainty in Hyperspectral Image Reconstruction
paper_kondo_effect_in_spin-orbit_mesoscopic_interf,paper,Kondo effect in spin-orbit mesoscopic interferometers
concept__numerical_renormalization_group,concept,Numerical Renormalization Group
concept__spinorbit_interaction,concept,Spin-Orbit Interaction
"paper_eye-tracking,_mouse_tracking,_stimulus_track",paper,"Eye-Tracking, Mouse Tracking, Stimulus Tracking,and Decision-Making Datasets in Digital Pathology"
paper_radial_acceleration_relation_of_galaxies_wit,paper,Radial acceleration relation of galaxies with joint kinematic and weak-lensing data
concept__radial_acceleration_relation_rar,concept,Radial Acceleration Relation (RAR)
paper_diverse_dance_synthesis_via_keyframes_with_t,paper,Diverse Dance Synthesis via Keyframes with Transformer Controllers
paper_supervised_learning_achieves_human-level_per,paper,Supervised Learning Achieves Human-Level Performance in MOBA Games: A Case Study of Honor of Kings
paper_online_low_frequency_oscillation_detection_a,paper,Online Low Frequency Oscillation Detection and Analysis System with an Ensemble Filter
paper_the_complexity_of_online_manipulation_of_seq,paper,The Complexity of Online Manipulation of Sequential Elections
concept__pspacecompletene,concept,PSPACE-Completeness
paper_search_versus_decision_for_election_manipula,paper,Search versus Decision for Election Manipulation Problems
paper_slowly_rotating_perfect_fluids_with_a_cosmol,paper,Slowly rotating perfect fluids with a cosmological constant
paper_statistical_methods_for_assessing_difference,paper,Statistical Methods for Assessing Differences in False Non-Match Rates Across Demographic Groups
paper_column2vec:_structural_understanding_via_dis,paper,Column2Vec: Structural Understanding via Distributed Representations of Database Schemas
paper_cosmology_with_the_line-of-sight_shear_of_st,paper,Cosmology with the line-of-sight shear of strong gravitational lenses
concept__lineofsight_los_shear,concept,Line-of-sight (LOS) shear
paper_entropy_estimators_for_markovian_sequences:_,paper,Entropy estimators for Markovian sequences: A comparative analysis
paper_learning_from_various_labeling_strategies_fo,paper,Learning from various labeling strategies for suicide-related messages on social media: An experimental study
paper_geometric_origin_of_phonon_magnetic_moment_i,paper,Geometric Origin of Phonon Magnetic Moment in Dirac Materials
concept__hall_conductivity,concept,Hall Conductivity
paper_nightjar:_dynamic_adaptive_speculative_decod,paper,Nightjar: Dynamic Adaptive Speculative Decoding for Large Language Models Serving
"paper_eccentric,_nonspinning,_inspiral,_gaussian-p",paper,"Eccentric, nonspinning, inspiral, Gaussian-process merger approximant for the detection and characterization of eccentric binary black hole mergers"
paper_on_the_structure_and_semantics_of_identifier,paper,On the Structure and Semantics of Identifier Names Containing Closed Syntactic Category Words
paper_coins:_semantic_ids_enhanced_cold_item_repre,paper,COINS: SemantiC Ids Enhanced COLd Item RepresentatioN for Click-through Rate Prediction in E-commerce Search
paper_convolutional_neural_network_compression_via,paper,Convolutional Neural Network Compression via Dynamic Parameter Rank Pruning
paper_inference_of_cell_dynamics_on_perturbation_d,paper,Inference of cell dynamics on perturbation data using adjoint sensitivity
paper_the_origin_of_hyperferroelectricity_in_li$b$,paper,"The origin of hyperferroelectricity in Li$B$O$_3$ ($B$=V, Nb, Ta, Os)"
paper_a_general_weighting_theory_for_ensemble_lear,paper,A General Weighting Theory for Ensemble Learning: Beyond Variance Reduction via Spectral and Geometric Structure
paper_cross-lingual_offensive_language_identificat,paper,Cross-lingual Offensive Language Identification for Low Resource Languages: The Case of Marathi
paper_psmgd:_periodic_stochastic_multi-gradient_de,paper,PSMGD: Periodic Stochastic Multi-Gradient Descent for Fast Multi-Objective Optimization
paper_engineering_drag_currents_in_coulomb_coupled,paper,Engineering drag currents in Coulomb coupled quantum dots
paper_dual-model_framework_for_chikv_transmission_,paper,Dual-Model Framework for CHIKV Transmission Modeling: ODE and Petri Net Analysis of the 2025 Foshan Outbreak
paper_ml-semreg:_boosting_point_cloud_registration,paper,ML-SemReg: Boosting Point Cloud Registration with Multi-level Semantic Consistency
paper_large_language_models_struggle_in_token-leve,paper,Large Language Models Struggle in Token-Level Clinical Named Entity Recognition
paper_quantum_annealing_for_robust_principal_compo,paper,Quantum Annealing for Robust Principal Component Analysis
paper_subasa_-_adapting_language_models_for_low-re,paper,Subasa - Adapting Language Models for Low-resourced Offensive Language Detection in Sinhala
paper_semi-supervised_learning_by_disentangling_an,paper,Semi-Supervised Learning by Disentangling and Self-Ensembling Over Stochastic Latent Space
concept__analytical_learning_theory,concept,Analytical Learning Theory
paper_tunable_vortex_bound_states_in_multiband_csv,paper,Tunable vortex bound states in multiband CsV3Sb5-derived kagome superconductors
paper_final_report_for_sag_22:_a_target_star_archi,paper,Final Report for SAG 22: A Target Star Archive for Exoplanet Science
paper_optical_multistability_in_a_compact_microcav,paper,Optical multistability in a compact microcavity enabled by near-exceptional coupling
paper_on_the_universal_approximation_property_and_,paper,On the Universal Approximation Property and Equivalence of Stochastic Computing-based Neural Networks and Binary Neural Networks
concept__stochastic_computing_sc,concept,Stochastic Computing (SC)
paper_ux_challenges_in_implementing_an_interactive,paper,UX Challenges in Implementing an Interactive B2B Customer Segmentation Tool
paper_observation_of_dipolar_spin-ice--like_correl,paper,Observation of Dipolar Spin-ice--like Correlations in the Quantum Spin Ice Candidate Ce$_2$Sn$_2$O$_7$
paper_a_look_at_improving_robustness_in_visual-ine,paper,A Look at Improving Robustness in Visual-inertial SLAM by Moment Matching
concept__extended_kalman_filter_ekf,concept,Extended Kalman Filter (EKF)
paper_theoretical_models_of_sunspot_structure_and_,paper,Theoretical Models of Sunspot Structure and Dynamics
paper_very_low_mass_stellar_and_substellar_compani,paper,Very Low Mass Stellar and Substellar Companions to Solar-like Stars From MARVELS IV: A Candidate Brown Dwarf or Low-Mass Stellar Companion to HIP 67526
paper_a_six-planet_system_orbiting_hd_219134,paper,A Six-Planet System Orbiting HD 219134
paper_visualizing_the_microscopic_origins_of_topol,paper,Visualizing the microscopic origins of topology in twisted molybdenum ditelluride
paper_detecting_figures_and_part_labels_in_patents,paper,Detecting Figures and Part Labels in Patents: Competition-Based Development of Image Processing Algorithms
paper_a_language-agnostic_logical_relation_for_mes,paper,A Language-Agnostic Logical Relation for Message-Passing Protocols
paper_peetre_conjecture_on_real_interpolation_spac,paper,Peetre conjecture on real interpolation spaces of Besov spaces and Grid K functional
paper_monolithic_active_pixel_sensors_on_cmos_tech,paper,Monolithic Active Pixel Sensors on CMOS technologies
paper_nanowires:_a_route_to_efficient_thermoelectr,paper,Nanowires: A route to efficient thermoelectric devices
concept__quantum_effect,concept,Quantum Effects
paper_an_introduction_to_query_order,paper,An Introduction to Query Order
paper_efficient_federated_learning_with_enhanced_p,paper,Efficient Federated Learning with Enhanced Privacy via Lottery Ticket Pruning in Edge Computing
paper_improving_protein_succinylation_sites_predic,paper,Improving protein succinylation sites prediction using embeddings from protein language model
paper_conformal_policy_control,paper,Conformal Policy Control
paper_interpretable_structured_learning_with_spars,paper,Interpretable Structured Learning with Sparse Gated Sequence Encoder for Protein-Protein Interaction Prediction
paper_relativistic_hydrodynamics_in_the_presence_o,paper,Relativistic hydrodynamics in the presence of puncture black holes
paper_large_scale_evolution_of_convolutional_neura,paper,Large Scale Evolution of Convolutional Neural Networks Using Volunteer Computing
paper_towards_extremely_compact_rnns_for_video_rec,paper,Towards Extremely Compact RNNs for Video Recognition with Fully Decomposed Hierarchical Tucker Structure
concept__hierarchical_tucker_decomposition,concept,Hierarchical Tucker Decomposition
concept__fdhtlstm,concept,FDHT-LSTM
paper_mortal_computation:_a_foundation_for_biomime,paper,Mortal Computation: A Foundation for Biomimetic Intelligence
paper_bayesian_nonparametric_submodular_video_part,paper,Bayesian Nonparametric Submodular Video Partition for Robust Anomaly Detection
paper_sphinx:_a_synthetic_environment_for_visual_p,paper,SPHINX: A Synthetic Environment for Visual Perception and Reasoning
paper_cryptoran:_a_review_on_cryptojacking_and_ran,paper,"cryptoRAN: A review on cryptojacking and ransomware attacks w.r.t. banking industry -- threats, challenges, & problems"
paper_search_for_nearby_earth_analogs._iii._detect,paper,"Search for Nearby Earth Analogs. III. Detection of ten new planets, three planet candidates, and confirmation of three planets around eleven nearby M dwarfs"
concept__radial_velocity_analysi,concept,Radial Velocity Analysis
paper_multi-view_clustering_with_deep_matrix_facto,paper,Multi-view Clustering with Deep Matrix Factorization and Global Graph Refinement
paper_msprompt:_multi-step_prompt_learning_for_deb,paper,MsPrompt: Multi-step Prompt Learning for Debiasing Few-shot Event Detection
"paper_current_self-oscillations,_spikes_and_crosso",paper,"Current self-oscillations, spikes and crossover between charge monopole and dipole waves in semiconductor superlattices"
paper_high-throughput_screening_of_small-molecule_,paper,High-throughput screening of small-molecule adsorption in MOF
paper_the_nakai_conjecture_for_isolated_hypersurfa,paper,The Nakai Conjecture for isolated hypersurface singularities of modality $\le 2$
paper_lotrec:_a_recommender_for_urban_vacant_lot_c,paper,LotRec: A Recommender for Urban Vacant Lot Conversion
paper_meanfuser:_fast_one-step_multi-modal_traject,paper,MeanFuser: Fast One-Step Multi-Modal Trajectory Generation and Adaptive Reconstruction via MeanFlow for End-to-End Autonomous Driving
paper_gradient_frequency_modulation_for_visually_e,paper,Gradient Frequency Modulation for Visually Explaining Video Understanding Models
paper_decomposition_betters_tracking_everything_ev,paper,Decomposition Betters Tracking Everything Everywhere
paper_a_water_efficiency_dataset_for_african_data_,paper,A Water Efficiency Dataset for African Data Centers
paper_photocarrier_relaxation_in_two-dimensional_s,paper,Photocarrier relaxation in two-dimensional semiconductors
paper_datastates-llm:_lazy_asynchronous_checkpoint,paper,DataStates-LLM: Lazy Asynchronous Checkpointing for Large Language Models
paper_biologically_motivated_algorithms_for_propag,paper,Biologically Motivated Algorithms for Propagating Local Target Representations
paper_chiral_emission_of_vortex_microlasers_enable,paper,Chiral emission of vortex microlasers enabled by collective modes of guided resonances
paper_generation_of_anisotropic_massless_dirac_fer,paper,Generation of Anisotropic Massless Dirac Fermions and Asymmetric Klein Tunneling in Few-Layer Black Phosphorus Superlattices
paper_gomvs:_geometrically_consistent_cost_aggrega,paper,GoMVS: Geometrically Consistent Cost Aggregation for Multi-View Stereo
paper_hierarchical_neuro-symbolic_decision_transfo,paper,Hierarchical Neuro-Symbolic Decision Transformer
paper_coupling_a_small_torsional_oscillator_to_lar,paper,Coupling a small torsional oscillator to large optical angular momentum
paper_breaking_the_memory_wall:_a_study_of_i/o_pat,paper,Breaking the Memory Wall: A Study of I/O Patterns and GPU Memory Utilization for Hybrid CPU-GPU Offloaded Optimizers
paper_analytical_coupled-wave_model_for_photonic_c,paper,Analytical coupled-wave model for photonic crystal quantum cascade lasers
paper_residual_graph_convolutional_network_for_bir,paper,Residual Graph Convolutional Network for Bird's-Eye-View Semantic Segmentation
paper_sponsored_search_auction_design_beyond_singl,paper,Sponsored Search Auction Design Beyond Single Utility Maximization
paper_non-homogeneous_fourth_order_elliptic_inequa,paper,Non-homogeneous fourth order elliptic inequalities with the convolution term
paper_stem:_a_stochastic_two-sided_momentum_algori,paper,STEM: A Stochastic Two-Sided Momentum Algorithm Achieving Near-Optimal Sample and Communication Complexities for Federated Learning
paper_explaining_non-monotonic_normative_reasoning,paper,Explaining Non-monotonic Normative Reasoning using Argumentation Theory with Deontic Logic
paper_the_radial_acceleration_relation_at_the_edge,paper,The radial acceleration relation at the EDGE of galaxy formation: testing its universality in low-mass dwarf galaxies
paper_a_channel_coding_benchmark_for_meta-learning,paper,A Channel Coding Benchmark for Meta-Learning
paper_respondent-driven_sampling_in_online_social_,paper,Respondent-Driven Sampling in Online Social Networks
paper_distributed_frequency_emergency_control_with,paper,Distributed Frequency Emergency Control with Coordinated Edge Intelligence
paper_tenet:_an_efficient_sparsity-aware_lut-centr,paper,TENET: An Efficient Sparsity-Aware LUT-Centric Architecture for Ternary LLM Inference On Edge
paper_the_empirical_laws_of_galaxy_dynamics:_from_,paper,The empirical laws of galaxy dynamics: from gas kinematics to weak lensing
paper_bayesflow:_a_probability_inference_framework,paper,BayesFlow: A Probability Inference Framework for Meta-Agent Assisted Workflow Generation
"paper_positive_and_unlabeled_data:_model,_estimati",paper,"Positive and Unlabeled Data: Model, Estimation, Inference, and Classification"
concept__density_ratio,concept,Density Ratio
paper_towards_unbiased_label_distribution_learning,paper,Towards Unbiased Label Distribution Learning for Facial Pose Estimation Using Anisotropic Spherical Gaussian
paper_contingencies_from_observations:_tractable_c,paper,Contingencies from Observations: Tractable Contingency Planning with Learned Behavior Models
paper_ract:_ranking-aware_chain-of-thought_optimiz,paper,RaCT: Ranking-aware Chain-of-Thought Optimization for LLMs
paper_a_spatial_characterization_of_the_sagittariu,paper,A Spatial Characterization of the Sagittarius Dwarf Galaxy Tidal Tails
concept__statistical_photometric_parallax,concept,Statistical Photometric Parallax
paper_pasa:_attack_agnostic_unsupervised_adversari,paper,PASA: Attack Agnostic Unsupervised Adversarial Detection using Prediction & Attribution Sensitivity Analysis
paper_how_many_ratings_per_item_are_necessary_for_,paper,How Many Ratings per Item are Necessary for Reliable Significance Testing?
paper_the_complexity_of_controlling_candidate-sequ,paper,The Complexity of Controlling Candidate-Sequential Elections
paper_retovla:_reusing_register_tokens_for_spatial,paper,RetoVLA: Reusing Register Tokens for Spatial Reasoning in Vision-Language-Action Models
paper_r_{1-tt}^{sn}(np)_distinguishes_robust_many-,paper,R_{1-tt}^{SN}(NP) Distinguishes Robust Many-One and Turing Completeness
paper_interpolation_spaces_of_besov_hierarchical_s,paper,Interpolation spaces of Besov hierarchical spaces and non-linearities defined by vertex K functional and grid topology
paper_target-driven_attack_for_large_language_mode,paper,Target-driven Attack for Large Language Models
paper_on_the_rationale_and_use_of_assertion_messag,paper,On the Rationale and Use of Assertion Messages in Test Code: Insights from Software Practitioners
paper_generative_partial_multi-view_clustering,paper,Generative Partial Multi-View Clustering
paper_semiparametric_joint_inference_for_sensitivi,paper,Semiparametric Joint Inference for Sensitivity and Specificity at the Youden-Optimal Cut-Off
concept__density_ratio_model_drm,concept,Density Ratio Model (DRM)
paper_scaling_up_dynamic_graph_representation_lear,paper,Scaling Up Dynamic Graph Representation Learning via Spiking Neural Networks
paper_deep_fingerprinting:_undermining_website_fin,paper,Deep Fingerprinting: Undermining Website Fingerprinting Defenses with Deep Learning
"paper_juno_sensitivity_to_$^7$be,_$pep$,_and_cno_s",paper,"JUNO sensitivity to $^7$Be, $pep$, and CNO solar neutrinos"
paper_fine-grained_element_identification_in_compl,paper,Fine-Grained Element Identification in Complaint Text of Internet Fraud
concept__bert,concept,BERT
paper_security_and_privacy_of_performing_data_anal,paper,"Security and Privacy of performing Data Analytics in the cloud - A three-way handshake of Technology, Policy, and Management"
paper_emerging_photoluminescence_from_the_dark-exc,paper,Emerging Photoluminescence from the Dark-Exciton Phonon Replica in Monolayer WSe2
concept__dark_exciton,concept,Dark Exciton
concept__chiral_phonon,concept,Chiral Phonon
paper_congestion_in_a_macroscopic_model_of_self-dr,paper,Congestion in a macroscopic model of self-driven particles modeling gregariousness
paper_hypothesis_test_on_a_mixture_forward-incubat,paper,Hypothesis test on a mixture forward-incubation-time epidemic model with application to COVID-19 outbreak
concept__likelihood_ratio_test_lrt,concept,Likelihood Ratio Test (LRT)
paper_déjà_vu:_side-channel_analysis_of_mozilla's_,paper,Déjà Vu: Side-Channel Analysis of Mozilla's NSS
paper_real-time_monitoring_for_the_next_core-colla,paper,Real-time Monitoring for the Next Core-Collapse Supernova in JUNO
paper_finite-size_corrections_to_quantized_particl,paper,Finite-size corrections to quantized particle transport in topological charge pumps
paper_integrating_reinforcement_learning_with_visu,paper,Integrating Reinforcement Learning with Visual Generative Models: Foundations and Advances
paper_binary_neutron_star_mergers,paper,Binary Neutron Star Mergers
paper_learning_to_look:_cognitive_attention_alignm,paper,Learning to Look: Cognitive Attention Alignment with Vision-Language Models
paper_causal_mediation_analysis_for_zero-inflated_,paper,Causal Mediation Analysis for Zero-inflated Mixture Mediators
paper_re-imagining_multimodal_instruction_tuning:_,paper,Re-Imagining Multimodal Instruction Tuning: A Representation View
concept__parameterefficient_finetuning_peft,concept,Parameter-Efficient Fine-Tuning (PEFT)
paper_robust_dynamic_material_handling_via_adaptiv,paper,Robust Dynamic Material Handling via Adaptive Constrained Evolutionary Reinforcement Learning
paper_ill-posedness_of_naiver-stokes_equations_and,paper,Ill-posedness of Naiver-Stokes equations and critical Besov-Morrey spaces
paper_certified_side_channels,paper,Certified Side Channels
paper_optical_frequency_ratio_of_a_${}^{171}\mathr,paper,Optical frequency ratio of a ${}^{171}\mathrm{Yb}^+$ single-ion clock and a ${}^{87}\mathrm{Sr}$ lattice clock
paper_haps:_hierarchical_llm_routing_with_joint_ar,paper,HAPS: Hierarchical LLM Routing with Joint Architecture and Parameter Search
paper_nanoscale_magnetic_behavior_localization_in_,paper,Nanoscale Magnetic Behavior Localization in Exchange Strength Modulated Ferromagnets
paper_towards_an_understanding_of_the_role_operato,paper,Towards an Understanding of the Role Operator Limb Dynamics Plays in Haptic Perception of Stiffness
paper_magnetic_field_and_pressure_tuning_of_the_he,paper,Magnetic field and pressure tuning of the heavy fermion antiferromagnet CePdIn
paper_improved_predictions_of_phenomenological_nuc,paper,Improved predictions of phenomenological nuclear charge radius formulae with Bayesian optimization approach
paper_lage:_a_java_framework_to_reconstruct_gene_r,paper,LAGE: A Java Framework to reconstruct Gene Regulatory Networks from Large-Scale Continues Expression Data
paper_simulation_of_the_background_from_$^{13}$c$(,paper,"Simulation of the Background from $^{13}$C$(α, n)^{16}$O Reaction in the JUNO Scintillator"
paper_lookahead_tree-based_rollouts_for_enhanced_t,paper,Lookahead Tree-Based Rollouts for Enhanced Trajectory-Level Exploration in Reinforcement Learning with Verifiable Rewards
concept__group_relative_policy_optimization_grpo,concept,Group Relative Policy Optimization (GRPO)
paper_enhancing_mixup-based_semi-supervised_learni,paper,Enhancing Mixup-based Semi-Supervised Learning with Explicit Lipschitz Regularization
concept__mixup_regularization,concept,Mixup Regularization
concept__lipschitz_constant,concept,Lipschitz Constant
paper_galaxy_light_profile_convolutional_neural_ne,paper,GAlaxy Light profile convolutional neural NETworks (GaLNets). I. fast and accurate structural parameters for billion galaxy samples
paper_unsupervised_tumor-aware_distillation_for_mu,paper,Unsupervised Tumor-Aware Distillation for Multi-Modal Brain Image Translation
paper_observations_of_forbush_decreases_of_cosmic_,paper,Observations of Forbush Decreases of cosmic ray electrons and positrons with the Dark Matter Particle Explorer
paper_active_predicting_coding:_brain-inspired_rei,paper,Active Predicting Coding: Brain-Inspired Reinforcement Learning for Sparse Reward Robotic Control Problems
concept__predictive_processing,concept,Predictive Processing
paper_expected_sarsa($λ$)_with_control_variate_for,paper,Expected Sarsa($λ$) with Control Variate for Variance Reduction
paper_quantized_transport_induced_by_topology_tran,paper,Quantized transport induced by topology transfer between coupled one-dimensional lattice systems
paper_quantifying_classifier_utility_under_local_d,paper,Quantifying Classifier Utility under Local Differential Privacy
paper_3-d_selection_of_167_sub-stellar_companions_,paper,3-D selection of 167 sub-stellar companions to nearby stars
paper_reds:_a_framework_for_reputation-enhanced_dh,paper,ReDS: A Framework for Reputation-Enhanced DHTs
paper_probing_spin_and_orbital_kondo_effects_with_,paper,Probing spin and orbital Kondo effects with a mesoscopic interferometer
paper_a_solvable_model_for_symmetry-breaking_phase,paper,A solvable model for symmetry-breaking phase transitions
paper_ovip:_online_vision-language_preference_lear,paper,OViP: Online Vision-Language Preference Learning for VLM Hallucination
concept__diffusion_model,concept,Diffusion Model
"paper_prototyping_and_test_of_the_""canis""_hts_plan",paper,"Prototyping and Test of the ""Canis"" HTS Planar Coil Array for Stellarator Field Shaping"
paper_the_hubble_constant_from_observations_of_the,paper,The Hubble Constant from Observations of the Brightest Red Giant Stars in a Virgo-Cluster Galaxy
paper_extending_the_atomic_decomposition_and_many-,paper,"Extending the atomic decomposition and many-body representation, a chemistry-motivated monomer-centered approach for machine learning potentials"
paper_analytical_perspective_for_photonic_bound_st,paper,Analytical Perspective for Photonic Bound States in the Continuum in Photonic Crystal Slabs
concept__coupledwave_theory_cwt,concept,Coupled-Wave Theory (CWT)
concept__bound_states_in_the_continuum_bic,concept,Bound States in the Continuum (BICs)
paper_crowdtesting_:_when_is_the_party_over?,paper,Crowdtesting : When is The Party Over?
paper_scalar:_a_part-of-speech_tagger_for_identifi,paper,SCALAR: A Part-of-speech Tagger for Identifiers
"paper_not_a_collaborator_or_a_supervisor,_but_an_a",paper,"Not a Collaborator or a Supervisor, but an Assistant: Striking the Balance Between Efficiency and Ownership in AI-incorporated Qualitative Data Analysis"
paper_downward_collapse_from_a_weaker_hypothesis,paper,Downward Collapse from a Weaker Hypothesis
paper_explainable_artificial_intelligence_in_breas,paper,Explainable artificial intelligence in breast cancer detection and risk prediction: A systematic scoping review
paper_reference-free_hallucination_detection_for_l,paper,Reference-free Hallucination Detection for Large Vision-Language Models
paper_heterogeneity-aware_twitter_bot_detection_wi,paper,Heterogeneity-aware Twitter Bot Detection with Relational Graph Transformers
paper_a_review_of_neuroscience-inspired_machine_le,paper,A Review of Neuroscience-Inspired Machine Learning
paper_haptic_shared_control_improves_neural_effici,paper,Haptic Shared Control Improves Neural Efficiency During Myoelectric Prosthesis Use
concept__vibrotactile_feedback,concept,Vibrotactile Feedback
paper_towards_greener_data_centers_via_programmabl,paper,Towards Greener Data Centers via Programmable Data Plane
paper_policy_optimization_with_stochastic_mirror_d,paper,Policy Optimization with Stochastic Mirror Descent
paper_hypothesis_test_for_normal_mixture_models:_t,paper,Hypothesis test for normal mixture models: The EM approach
paper_kramers_polarization_in_strongly_correlated_,paper,Kramers polarization in strongly correlated carbon nanotube quantum dots
